RegionName,StateName,SizeRank,RegionID,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020
"Dyersburg, TN",TN,719,394550,79944,80231,80509,80751,81003,81289,81610,81894,82190,82482,82791,83015,83273,83536,83842,84164,84486,84846,85175,85498,85817,86151,86529,86929,87320,87672,88040,88447,88862,89236,89609,90050,90488,90950,91354,91755,92180,92590,92997,93357,93715,94082,94492,94916,95291,95685,96049,96403,96660,96909,97127,97317,97529,97790,98024,98281,98528,98905,99277,99722,100061,100392,100701,100998,101227,101375,101477,101493,101491,101321
"Kill Devil Hills, NC",NC,720,394745,299380,299943,300367,300539,300447,300416,300269,300577,300746,300887,300695,300530,302137,303782,305501,305596,305933,306171,306485,306620,306976,307282,307484,307571,305823,304196,302769,302994,303051,302729,302869,303045,303608,304010,304748,305510,303891,302322,300533,301575,302790,304771,305894,306553,305918,305589,305454,305781,307370,309120,310781,311289,311947,312587,313304,313433,314225,314286,314383,314052,314895,315722,316911,317643,318485,319328,320729,323120,325883,329448
"Crawfordsville, IN",IN,722,394507,102047,102351,102592,102834,103082,103334,103666,104018,104384,104631,104881,105125,105493,105859,106285,106699,107150,107615,108056,108394,108754,109147,109560,109902,110366,110955,111540,112042,112550,113102,113661,114333,115013,115787,116527,117329,118034,118728,119394,120152,120824,121454,122000,122575,123161,123692,124277,124835,125463,126117,126851,127544,128170,128801,129420,130026,130574,131115,131580,132049,132497,132894,133236,133575,134002,134422,134880,135295,135729,136155
"Brownwood, TX",TX,723,394422,90795,91308,91893,92511,92983,93383,93767,94208,94751,95320,95781,96078,96361,96725,97126,97489,97931,98451,99070,99630,100064,100427,100811,101375,101861,102275,102556,102943,103320,103739,104151,104644,104944,105232,105571,106144,106692,107241,107784,108317,108782,109169,109326,109377,109564,109932,110413,110802,111274,111864,112454,113019,113445,113840,114313,114876,115429,115862,116098,116245,116380,116427,116495,116556,116741,116951,117182,117349,117467,117563
"Stephenville, TX",TX,725,395129,129024,129623,130352,131066,131737,132396,133217,134005,134924,135806,135919,135779,135659,136325,137024,137727,138488,139261,139986,140683,141237,141807,142730,143844,145031,145847,146551,147210,147808,148396,148933,149564,150052,150633,151429,152463,153338,154028,154781,155692,156557,157298,157845,158273,158620,159001,159379,159838,160333,161099,161859,162590,163129,163751,164363,165139,165925,166529,166749,166786,166975,167083,167175,167212,167413,167582,167829,167946,168089,168296
"Americus, GA",GA,726,394324,70000,70496,71064,71476,71969,72410,72792,73129,73474,73818,74345,74859,75240,75486,75682,75965,76217,76533,76884,77201,77468,77692,77843,78056,78338,78683,79021,79320,79486,79624,79837,80159,80536,80918,81317,81608,82005,82321,82668,82838,83186,83480,83732,83848,83899,83875,84138,84545,84956,85037,85051,85220,85377,85637,85832,86141,86426,86664,86616,86454,86281,86364,86465,86514,86488,86382,86297,86140,85993,85893
"Easton, MD",MD,727,394554,288906,287156,287171,290043,292185,292980,294205,293319,292011,290040,286913,285135,283933,284467,283497,283302,284726,285787,284769,284690,284846,285639,284714,284913,285302,286235,287108,285906,284412,284044,286263,288885,291136,293924,297676,299821,302569,304804,309114,313487,316363,317297,316423,315123,314364,313491,313816,313790,313288,312941,311854,312359,312682,315015,316607,317594,317202,315777,314398,313730,313577,313551,313399,312760,313229,313111,314175,316038,319047,323090
"North Platte, NE",NE,728,394920,113059,113686,114287,114834,115331,115619,115917,116201,116755,117254,117795,118240,118775,119272,119772,120195,120669,121461,122317,123245,123895,124604,125307,126108,126768,127409,128034,128821,129548,130076,130619,131172,131825,132407,133080,133768,134418,135013,135611,136189,136814,137410,137573,137650,137741,138189,138939,139714,140577,141090,141598,142091,142692,143201,143818,144515,145244,145612,145426,145148,144979,145083,145170,145220,145140,145132,145201,145208,145134,145140
"Newberry, SC",SC,729,394914,112894,113675,114345,115112,115469,115939,116433,116845,117279,117665,118171,118618,119144,119455,119926,120415,121140,121690,122213,122641,123078,123509,123956,124509,125097,125534,125781,125798,125963,126184,126500,127001,127497,128118,128784,129374,129951,130645,131545,132543,133160,133732,134299,134803,135420,135833,136650,137357,138048,138289,138513,138818,139273,139795,140252,140992,141395,142062,142149,142472,142623,143044,143330,143468,143550,143500,143387,142955,142627,142071
"Ada, OK",OK,730,394300,77874,78840,79006,79166,79292,79600,80170,80721,81269,81984,83109,83926,84384,84452,84905,85300,85711,85967,86440,86936,87352,87899,87472,87240,86795,87297,87607,87878,88180,88563,88852,89094,89324,89934,90749,91750,92295,92762,93103,93583,94134,94673,95068,95185,95363,94498,93480,91489,90594,90068,90369,90700,91356,92075,92780,93098,93307,93867,94613,96015,97119,97788,97920,98012,97853,97689,97661,98107,98603,99210
"Moscow, ID",ID,731,394881,205210,205727,206402,206825,207868,208633,210388,212180,214024,215318,216334,217261,218290,219336,220540,221588,222362,223283,224400,225821,227250,228753,230494,232557,234407,236211,237824,239330,240750,242201,243838,245230,246628,248429,250594,253166,255835,258333,260548,262850,265141,267407,269067,271337,273687,277332,280054,281849,282320,283003,284232,285669,286939,288539,290252,292272,294045,292915,291730,290522,291678,292788,293752,294677,295917,297066,298589,299830,301462,304830
"Safford, AZ",AZ,732,395046,126317,127397,128482,129645,130802,132035,133171,134455,135682,136831,137923,139000,140025,140889,141792,142712,143803,144825,145915,146974,148028,149140,150158,151211,152334,153575,154797,155901,156708,157539,158291,159096,159945,160906,162003,163047,163949,164747,165486,166261,166935,167479,168127,168715,169323,169734,170425,171101,171676,171841,171919,172071,172439,172977,173516,174251,174983,175830,176433,177037,177705,178709,179791,180797,181718,182547,183321,183953,184568,185165
"Murray, KY",KY,733,394894,110995,111475,111951,112414,112822,113238,113660,114015,114487,114990,115538,115994,116394,116438,116480,116537,117007,117511,118025,118477,118561,118604,118904,119522,120200,120788,121435,122058,122576,122982,123370,123768,124345,124969,125431,125791,126133,126768,127382,127951,128302,128682,129014,129270,129501,129746,129777,129830,129955,130704,131413,132168,132839,133711,134540,135012,135278,135446,135940,136350,136737,136490,136258,136010,135938,135693,135472,135508,135625,135736
"Bennington, VT",VT,734,394382,241762,241789,241597,241107,240886,240617,240633,240681,240572,240617,240308,239937,239566,239713,240323,241126,241510,241770,241845,242018,242375,242623,242931,243169,243446,243465,243460,243409,243642,244044,244608,245028,245452,246026,246718,247414,248104,248744,249371,249961,250501,250906,251295,251927,252233,252574,252939,253700,254448,255711,257184,258895,259856,260649,261403,262959,264299,264858,264724,264762,265270,265512,265696,265852,266698,267824,269069,269711,270788,272553
"Huntington, IN",IN,735,394696,91936,92182,92365,92506,92590,92692,92872,93101,93358,93414,93536,93704,93949,94192,94458,94760,95091,95369,95632,95761,95941,96321,96679,97009,97534,98181,98894,99372,99920,100533,101116,101728,102306,102969,103643,104370,105001,105689,106306,107000,107548,108090,108638,109242,109837,110317,110803,111308,111814,112339,112879,113471,114033,114539,115070,115585,116118,116515,116868,117166,117514,117774,118029,118243,118524,118822,119083,119300,119488,119787
"Mayfield, KY",KY,736,394840,66995,67382,67671,67916,68109,68327,68533,68785,69018,69248,69438,69401,69487,69708,70167,70556,70814,71065,71320,71511,71723,71893,72176,72569,72980,72926,72805,72651,72930,73142,73384,73629,73923,74255,74455,74687,74864,75276,75666,76058,76332,76623,76895,77131,77290,77468,77821,78207,78605,78999,79363,79874,80273,80703,81022,81259,81508,81716,81912,82019,82144,82248,82403,82457,82576,82677,82864,83131,83414,83714
"Escanaba, MI",MI,737,394573,77091,77324,77691,77961,78197,78286,78453,78598,78790,79013,79168,79251,79353,79464,79517,79453,79539,79817,80253,80754,81230,81705,82091,82528,82966,83431,83806,84353,84557,84737,84757,84855,85104,85301,85758,86161,86658,87033,87442,87792,88242,88638,89093,89426,89665,89926,90216,90552,90685,90958,91184,91452,91727,92086,92464,92752,93039,93257,93371,93415,93613,93750,93922,94051,94187,94272,94332,94493,94659,94868
"Canton, IL",IL,737,394438,62469,62570,62763,62917,63130,63339,63598,63779,64017,64266,64560,64764,64991,65194,65450,65666,65905,66033,66240,66560,66845,67076,67104,67299,67433,67666,67778,67967,68079,68316,68438,68555,68655,68791,69056,69242,69485,69709,69912,70070,70279,70492,70703,70750,70804,70860,71013,71189,71433,71587,71747,71845,72101,72266,72533,72762,73009,73113,73062,73017,72940,72903,72878,72897,72770,72667,72486,72387,72253,72195
"Corinth, MS",MS,739,394499,86203,86296,86408,86630,86907,87143,87254,87343,87463,87605,87789,87925,88182,88472,88812,89087,89317,89561,89912,90299,90742,91055,91354,91664,92005,92371,92616,92856,93106,93344,93493,93600,93750,93971,94225,94494,94658,94835,94992,95308,95537,95831,96061,96456,96807,97174,97456,97782,98176,98751,99337,99905,100219,100431,100607,100890,101186,101553,101856,102131,102361,102425,102503,102498,102713,102953,103240,103340,103412,103379
"Astoria, OR",OR,740,394341,252729,254369,256345,258145,260038,262178,264339,266371,268195,270051,271973,273974,275705,277390,279036,280803,282570,284294,286013,287918,289838,291805,293706,295660,297276,298645,299815,301242,302687,303792,304798,305617,306556,307625,308370,309165,310204,311847,313570,314947,316045,317009,317966,318752,319691,320106,321169,322007,323387,324630,326025,327364,329039,330911,332813,334075,335087,336117,336977,337985,338701,339289,339808,340553,341226,341925,342651,344012,345482,347197
"Peru, IN",IN,741,394973,71686,71818,71905,72008,72071,72105,72142,72058,72030,71935,72002,72021,72289,72407,72599,72618,72761,72980,73235,73474,73409,73451,73326,73530,73368,73448,73491,73837,74088,74254,74338,74441,74800,75263,75880,76354,77136,77865,78597,78986,79335,79762,80188,80667,81067,81310,81589,81851,82239,82601,83004,83433,83813,84231,84735,85264,85674,86036,86284,86556,86719,86880,87018,87257,87575,87839,88045,88189,88410,88713
"Coshocton, OH",OH,742,394506,84009,84334,84647,84887,85241,85697,86061,86407,86579,86839,87159,87484,87774,88173,88623,89025,89390,89857,90395,90918,91451,91905,92317,92648,93002,93399,93872,94353,94843,95181,95586,96011,96516,97027,97675,98420,99163,99788,100348,101004,101547,101986,102282,102636,103038,103431,103986,104621,105294,106002,106758,107469,107933,108335,108777,109400,109987,110592,110861,111043,111203,111377,111519,111630,111971,112415,112851,113078,113258,113404
"Newton, IA",IA,743,394916,117799,117964,117986,117885,117859,117906,118054,118194,117694,117219,116768,116878,117023,117149,117380,117537,117618,117813,117958,118170,118424,118757,119092,119372,119794,120156,120454,120605,120828,121217,121652,122068,122305,122556,122862,123208,123216,123297,123496,124045,124509,124308,123994,123723,124055,124388,124701,124864,125357,125901,126444,126800,127139,127710,128280,128955,129457,129811,129943,130142,130330,130446,130505,130560,130642,130813,131010,131083,130998,130993
"Logan, WV",WV,744,753898,58129,58508,58839,59026,59073,59113,59182,59249,59358,59214,59051,58822,58966,59158,59414,59577,59745,59904,60021,60121,60246,60440,60715,60823,60721,60535,60443,60562,60754,61035,61308,61445,61599,61724,62069,62498,63077,63532,63834,63961,63989,63988,63940,64001,64114,64332,64698,65065,65380,65676,65942,66240,66393,66664,66750,66936,67216,67468,67396,67110,66952,66886,66891,66908,67054,67088,67268,67335,67294,67222
"Bay City, TX",TX,745,394370,120699,121588,122547,123250,123928,124638,125532,126428,127490,128362,128790,129071,129606,130506,131520,132341,133213,134012,134731,135376,135907,136523,137427,138549,139600,140450,141144,141914,142429,142918,143275,143908,144335,144953,145565,146459,146683,146823,146774,147368,148095,148965,149795,150187,150704,150957,151415,151586,152135,152738,153431,153850,154237,154552,154936,155358,155773,156160,156369,156584,156881,157194,157545,157769,157990,158186,158363,158654,158921,159280
"Fremont, NE",NE,746,394617,110728,111182,111587,111977,112342,112744,113138,113514,113840,114102,114347,114609,114935,115323,115752,116146,116630,117102,117643,118191,118775,119425,120131,120868,121637,122281,122919,123541,124175,124780,125364,125933,126584,127266,128080,128893,129563,130201,130820,131611,132443,133321,134091,134825,135468,136069,136915,137808,138861,139587,140264,140892,141425,141952,142427,143151,143853,144494,144641,144736,144831,145198,145579,145882,146193,146448,146753,146843,146938,147054
"Hutchinson, MN",MN,747,394702,140274,140698,141101,141517,141954,142504,142970,143501,143936,144485,145077,145539,145994,146407,146891,147424,148119,148817,149607,150081,150618,151183,151953,152976,154115,155265,156215,157193,158216,159056,159688,159839,160153,160532,161645,163066,164733,165989,167545,168902,168979,169610,170169,173772,176669,179425,180371,180214,179527,179497,180041,180798,183356,185508,188045,187852,188148,188788,190104,192113,194357,196192,197346,198318,198384,198431,198173,198550,198770,198606
"Batesville, AR",AR,748,394366,80255,80265,80372,80609,80817,80986,81181,81332,81452,81571,81695,81885,82037,82271,82490,82887,83226,83553,83765,84092,84501,84954,85325,85636,86038,86443,86830,87026,87225,87519,87915,88247,88460,88665,89059,89506,89967,90272,90599,90836,91256,91617,92023,92388,92811,93158,93425,93668,94063,94333,94605,94894,95406,95949,96422,96869,97333,97800,98149,98495,98760,99184,99587,100046,100225,100375,100522,100702,100844,101000
"Owatonna, MN",MN,749,394948,154059,154588,155098,155653,156206,156860,157405,158001,158430,159044,159746,160397,161033,161558,162175,162780,163440,164179,165000,165861,166812,167708,168581,169427,170315,171251,172200,173134,174051,174849,175701,176512,177371,178082,178978,180035,181200,182366,183423,184432,185201,185815,186056,186415,186583,187337,188279,189381,190166,191037,191978,192981,193620,194314,195064,195965,196519,197403,197844,198565,198861,199036,199138,199129,199416,199640,199860,199783,199917,199411
"Vidalia, GA",GA,750,395191,77502,77445,77474,77899,78320,78729,79205,79629,80040,80400,80849,81248,81961,82660,83479,83942,84415,84882,85405,85860,86247,86597,86960,87713,88539,89323,89772,90341,90900,91613,92117,92787,93440,94238,95096,95786,96435,97013,97714,98327,98934,99325,99747,100135,100658,101170,101879,102657,103370,103762,104017,104290,104738,105320,105858,106312,106542,106859,106890,106902,106844,107044,107315,107553,107603,107565,107528,107482,107494,107363
"Summit Park, UT",UT,751,753922,570459,573799,575413,577838,580460,584263,586978,589401,590415,590504,591739,593121,597177,602024,607639,613362,619528,624924,626940,628678,632179,638369,644065,649278,651914,652661,654473,655706,659651,662139,669579,675900,681087,682422,681039,681149,682586,686326,687257,692004,693386,697588,698688,702899,705433,711493,720232,728694,735848,739745,743270,743606,744738,747548,749402,750958,755589,755369,754428,750897,751327,753685,757807,762993,769174,773517,779828,785781,791227,800337
"Arkansas City-Winfield, KS",KS,752,753864,70665,70664,70861,71051,71592,72019,72495,72819,73343,73791,74169,74552,74912,75266,75381,75554,75465,75529,75584,76069,76366,76527,76267,76122,76130,76296,76671,76965,77325,77559,77808,77506,77149,76951,77335,77723,78094,78309,78369,78321,78295,78228,78162,78390,78841,79280,79544,79743,79808,79892,79946,80227,80385,80597,80784,80868,80880,80844,80863,80913,80998,81123,81321,81424,81614,81813,82040,82315,82570,82860
"Laramie, WY",WY,753,394771,211989,212691,213225,213607,213591,213571,213507,213849,214085,214354,214532,214758,215225,215796,216591,217080,217710,218166,218882,219348,219846,220067,220410,220589,220057,219463,218829,218963,219254,219710,220147,220588,221170,221852,222722,223713,224875,225968,226793,227302,227861,228627,229386,229826,230185,230589,230952,231489,232407,233920,235686,237493,239490,240919,242224,243373,244972,246221,247275,248044,248898,249346,249779,250243,250540,251173,251914,252946,253630,254539
"Plainview, TX",TX,754,394984,68265,68657,69047,69346,69612,69903,70198,70572,70901,71210,71438,71680,71846,71965,72102,72294,72548,72790,73061,73344,73627,73881,74168,74533,74907,75270,75554,75869,76101,76327,76482,76646,76788,76990,77207,77450,77810,78275,78773,79161,79500,79819,80091,80227,80411,80538,80740,80854,80897,81014,81116,81611,82020,82502,82670,82910,83042,83071,82961,82840,82836,82708,82585,82210,81934,81603,81529,81443,81395,81410
"Big Spring, TX",TX,755,394385,71256,71790,72300,73096,74026,74847,75570,76052,76553,77230,77984,78699,79282,79666,80131,80583,80967,81499,82171,83204,84102,84664,85199,85719,86902,87953,88833,89556,90145,90550,90861,91503,92035,92399,92425,93106,93684,94520,95114,95899,96430,97170,97856,97711,97520,97527,98441,98957,99225,99662,100371,100928,101712,102439,103291,104047,104828,105440,105737,105969,106350,106492,106586,106752,106901,107005,107023,107423,107816,108247
"Laurinburg, NC",NC,756,394777,65072,65161,65222,65351,65399,65471,65586,65740,65870,65933,66005,66061,66260,66448,66681,66776,66937,67060,67102,67090,67100,67223,67337,67476,67471,67486,67454,67552,67670,67777,68032,68276,68584,68755,68890,69069,69276,69598,69891,70191,70383,70622,70718,70834,70927,71196,71589,71901,72224,72287,72432,72416,72546,72673,72871,73157,73359,73415,73310,73219,73214,73343,73434,73624,73753,73866,73971,74010,74121,74294
"Dixon, IL",IL,757,394535,90491,90587,90691,90765,90808,90710,90637,90536,90517,90538,90757,90993,91196,91265,91297,91387,91456,91602,91773,91988,92167,92327,92359,92338,92344,92447,92622,92863,93206,93720,94199,94620,94938,95233,95565,95778,96008,96173,96338,96568,96778,97036,97139,97249,97327,97373,97553,97774,98117,98312,98491,98541,98819,99131,99542,99758,99828,99769,99561,99420,99272,99232,99183,99189,99014,98752,98491,98381,98410,98552
"Alexandria, MN",MN,758,394315,176446,177098,177727,178641,179512,180503,181524,182616,183523,183905,184384,184787,185636,186343,187183,187973,188760,189609,190473,191402,192373,193574,194811,196185,197453,198654,199811,200895,202081,203160,204231,205219,206157,207201,208411,209786,211012,212393,213698,215053,216037,216835,217420,218177,218954,219745,220671,221535,222546,223697,224985,226340,227209,228066,229019,230326,231442,232048,231992,232039,232348,232498,232615,232712,233385,234198,235057,235586,236276,237352
"Newport, TN",TN,759,394915,84814,84956,85017,85153,85286,85477,85695,85980,86182,86406,86671,86982,87302,87633,88032,88551,89151,89748,90348,90808,91319,91766,92126,92268,92582,92998,93608,94049,94428,94815,95318,95879,96431,97063,97672,98478,99189,99718,100116,100394,100983,101565,101919,102343,102787,103601,104301,104978,105527,105547,105491,105564,106082,106371,106734,107070,107328,108010,108886,110058,110658,111711,112778,113741,114108,114568,114978,115283,115558,115185
"DeRidder, LA",LA,760,394522,104476,105628,106361,106621,107017,107475,107927,108378,108730,109067,109650,110278,110129,109943,109440,109824,110003,110183,110311,110338,110445,110484,110128,109953,110210,110767,111304,111469,111817,112133,112433,112699,112902,113101,113546,113663,113729,113579,113639,113608,113572,113515,113563,113671,113775,114262,115058,115840,116405,116626,116946,117333,117851,118358,118584,118753,118690,119246,119484,120242,120391,120797,120948,121028,120855,120581,120355,120031,119766,118711
"Lebanon, MO",MO,761,394781,103118,103561,104007,104408,104777,105249,105728,106269,106817,107355,107948,108333,108620,108777,109093,109467,109930,110351,110802,111192,111542,111857,112172,112639,113279,113972,114602,115050,115452,115750,116088,116490,116960,117489,118025,118671,119162,119682,120183,120797,121309,121749,122186,122721,123177,123546,123917,124303,124820,125122,125903,126695,127779,128402,128888,129305,129746,130145,130371,130492,130649,130931,130845,130720,130412,130502,130659,130774,130854,130955
"Coffeyville, KS",KS,762,394481,65219,65231,64476,63808,63387,63399,63551,63471,63303,62894,62492,62175,62173,62157,62190,62042,61838,61732,61801,61952,62016,61969,62084,62288,62471,62595,62764,62957,63089,62863,62606,62405,62308,62298,62221,62190,62015,61827,61554,61375,61187,61161,60853,60570,60270,60156,60082,60002,60016,60061,60218,60354,60458,60413,60369,60218,60193,60226,60294,60226,60129,60043,59914,59767,59666,59668,59801,59990,60076,60025
"Seneca Falls, NY",NY,763,395084,93066,93329,93595,93907,94254,94549,94866,95255,95717,96184,96553,96962,97446,98033,98651,99180,99728,100308,100906,101414,101868,102314,102818,103334,103854,104408,104940,105639,106278,107037,107676,108385,109027,109725,110401,111059,111696,112370,113031,113538,113990,114342,114831,115361,115942,116425,116764,117098,117510,118079,118652,119308,119834,120325,120670,121238,121868,122488,123000,123504,124019,124356,124674,124942,125326,125733,126179,126381,126483,126588
"Sulphur Springs, TX",TX,764,395137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128882,128813,128760,128649,128561,128462,128032,127444,127132,127754,128615,129316,129540,129746,129899,129984,130001,129990,130640,131601,131925,130204,127987,126191,125531,124936,124481,124218,124144,124234,124189,124181,124643,126233
"Martin, TN",TN,765,394835,75428,75650,75904,76210,76517,76846,77221,77578,77929,78297,78664,79115,79513,79922,80227,80533,80864,81224,81619,81954,82292,82644,83076,83489,83973,84401,84888,85364,85839,86318,86772,87265,87829,88387,88922,89510,90108,90767,91267,91750,92155,92549,92904,93344,93661,94004,94275,94273,94222,94011,94039,94033,94163,94374,94607,94825,95006,95222,95419,95878,96248,96694,96994,97293,97490,97598,97683,97702,97760,97741
"Susanville, CA",CA,766,395141,155964,156679,157318,157950,158135,158165,158647,159197,159881,160131,160473,160782,161215,161614,161967,162506,163230,163942,164293,164579,164902,165372,165832,166415,166902,167434,167908,168197,168445,168789,169102,169284,169531,169862,170375,170742,171337,171840,172239,172499,172745,173205,173135,173003,172520,172504,172528,172654,172630,172515,172277,172417,172910,173488,173732,173890,174249,174539,174473,174249,174340,174583,175048,175399,175558,175597,176221,177042,177941,178742
"Brookhaven, MS",MS,767,394417,93939,94301,94579,94853,95092,94866,94435,93933,93844,93973,94241,94588,95125,95750,96381,96707,96970,97472,98147,98875,99154,99317,99340,99667,99903,100262,100564,101153,101642,102335,103062,103872,104859,105811,106595,107024,107492,107952,108588,109024,109622,110210,110868,111584,112335,113183,113918,113986,113898,114163,114943,115904,116547,117140,117525,118124,118380,118704,119002,120039,121075,121736,121836,121761,121807,121780,121804,121538,121406,121075
"Arcadia, FL",FL,768,394335,95834,96494,97180,97846,98522,98998,99551,99944,100519,100865,101067,101255,101530,101976,102384,102875,103276,103836,104343,105090,105613,106224,106703,107277,107946,108650,109408,110063,110780,111458,112180,112909,113718,114583,115489,116383,117055,117816,118579,119469,120291,121106,121939,122797,123622,124415,125000,125466,126024,126699,127406,127987,128415,128885,129245,129889,130482,131102,131651,132343,133105,133713,134281,134904,135678,136434,137273,137874,138532,139176
"Taylorville, IL",IL,769,395150,68172,68323,68473,68698,68925,69148,69379,69582,69792,70020,70319,70558,70842,71145,71549,71903,72239,72557,72920,73439,73953,74412,74675,74955,75223,75499,75761,76084,76501,76982,77443,77773,78063,78364,78799,79233,79642,79979,80254,80554,80840,80980,81038,81115,81284,81486,81751,82082,82410,82643,82872,83051,83374,83723,84092,84369,84582,84854,84960,85037,85058,85154,85249,85323,85229,85129,85011,84931,84816,84593
"Decatur, IN",IN,770,394525,113581,113969,114298,114613,114939,115278,115580,115826,116094,116306,116607,116895,117324,117762,118257,118748,119256,119742,120181,120504,120832,121221,121595,121967,122281,122717,123219,123743,124270,124780,125393,126125,127008,127874,128767,129646,130703,131727,132653,133437,134147,134879,135590,136375,137103,137637,138206,138782,139485,140163,140838,141577,142311,142990,143598,144091,144270,144883,145429,146295,146663,147030,147415,147796,148187,148582,148985,149376,149964,150270
"Junction City, KS",KS,771,753894,136397,136388,136494,136565,136753,136831,136917,137166,137483,137753,137919,138125,138324,138658,138836,139078,139211,139419,139639,139952,140093,140203,140278,140510,140786,141047,141238,141441,141655,141765,141954,142027,142296,142416,142679,142780,142914,142880,142887,142691,142598,142452,142243,142126,142133,142419,142620,142811,142900,143194,143542,144047,144449,144943,145375,145555,145664,145781,146021,146254,146513,146709,146879,147037,147237,147419,147677,148117,148531,148847
"Effingham, IL",IL,772,394557,111829,112218,112524,112976,113427,113948,114423,114848,115240,115787,116309,116809,117162,117702,118250,118817,119359,119868,120344,120832,121301,121761,122186,122650,123452,124166,124894,125381,125941,126633,127287,127972,128601,129185,129838,130393,130861,131271,131785,132335,132839,133190,133595,133922,134318,134685,135230,135838,136392,136897,137350,137870,138582,139224,139884,140423,140974,141417,141532,141629,141812,142035,142207,142327,142269,142271,142193,142192,142108,142078
"Valley, AL",AL,773,395184,55707,55744,55813,56183,56611,57079,57288,57491,57457,57517,57570,57690,57960,58275,58534,58518,58412,58511,58548,58697,58920,59132,59325,59485,59785,59997,60209,60405,60771,61021,61339,61587,61740,61895,61914,62055,62102,62348,62555,62854,62962,62993,63051,63174,63373,63642,63976,64269,64361,64473,64718,65017,65217,65441,65681,65871,65918,65975,66139,66415,66722,66941,67086,67162,67381,67646,67876,68132,68483,68795
"Butte, MT",MT,774,394430,115334,115398,115484,115911,116345,116749,117089,117462,117628,117861,118060,118399,118845,119334,119854,120148,120440,120691,121043,121362,121821,122350,122901,123426,123782,124104,124425,124927,125531,126124,126653,127434,128330,129231,129881,130496,131215,132037,132894,133587,134133,134729,135404,136163,136718,137165,137467,137856,138199,138863,139431,140259,140766,141315,141692,142212,142768,143410,144089,144748,145480,145907,146385,146707,147334,147906,148581,149042,149534,149999
"Angola, IN",IN,775,394331,138041,138353,138765,139188,139651,140061,140291,140401,140574,140798,141069,141443,141887,142408,142871,143358,143863,144338,144860,145444,146037,146858,147547,148164,148701,149324,150046,150659,151326,152039,152861,153639,154250,154880,155720,156773,157814,158788,159741,160721,161493,162298,163037,163929,164426,164932,165390,166210,166964,167810,168549,169395,170229,171232,172140,172930,174493,175103,175620,175135,175466,175713,176031,176292,176670,176892,177185,177486,177417,178045
"Dodge City, KS",KS,778,394536,100494,100183,100094,99967,99969,99885,99717,99335,99167,99181,99575,100009,100254,100546,100614,100694,100535,100461,100502,100520,99901,99491,99212,99897,100520,101181,101543,101878,102222,102642,103310,103531,103958,104069,104636,104887,105161,105463,105904,106326,106767,107166,106746,106336,106147,106595,107296,107699,108400,108873,109452,109954,110314,110494,110921,111493,112248,112523,112412,112243,112164,112264,112281,112390,112604,112966,113427,113862,114029,114394
"Brenham, TX",TX,779,394413,172830,173803,174787,175684,176615,177557,178707,179889,181147,182371,183457,184476,185433,186480,187541,188618,189619,190675,191658,192879,193964,195074,196035,197115,198388,199581,200698,201808,202896,203980,204959,205666,206354,207014,208107,209334,210418,211558,212557,213756,214800,215773,216620,217316,218096,218780,219625,220354,221201,222291,223585,224713,225643,226550,227531,228681,229623,230579,231057,231566,232045,232277,232398,232511,232818,233115,233368,233536,233744,233910
"Emporia, KS",KS,780,394569,93679,93807,94068,94637,95089,95481,95600,95480,95486,95519,95845,96173,96357,96689,96880,97057,97593,98135,98820,99258,99275,99213,98944,99167,99785,100384,100984,101064,100967,100768,100816,101012,101444,101895,102462,102835,103169,103475,103848,104316,104698,105121,105051,105104,105139,105490,105819,105992,105983,105971,106071,106453,106934,107455,108070,108432,108689,108750,108861,109050,109344,109652,109847,109890,109921,109919,110024,110231,110482,110716
"Jackson, OH",OH,782,753892,62996,63083,63177,63403,63571,63825,64075,64448,64729,64981,65128,65367,65768,66321,66841,67281,67699,68113,68444,68751,69266,69906,70537,70960,71262,71553,71870,72152,72376,72562,72922,73239,73476,73619,74015,74540,75100,75641,76341,77107,77804,78310,78701,79023,79515,79927,80405,80748,81195,81548,81730,82000,82211,82656,83103,83752,84271,84661,84809,84963,85168,85438,85742,85942,86223,86410,86597,86653,86714,86911
